Model,Accuracy,Macro_Precision,Macro_Recall,Macro_F1,Weighted_F1,Samples
moonshotai_kimi-k2-0905,0.9473684210526315,0.822463768115942,0.8464160839160839,0.8298280423280423,0.9523849305804194,133
openai_gpt-oss-120b,0.9699248120300752,0.8125,0.865909090909091,0.8286163522012578,0.9818886839740861,133
openai_gpt-oss-20b,0.9323308270676691,0.7986111111111112,0.8520104895104895,0.8137254901960784,0.957688338493292,133
deepseek_deepseek-v3.2,0.7744360902255639,0.6602809706257982,0.6675990675990676,0.6226667844314903,0.7868100298440855,133
