ID	Title	Publisher	Series	Date	publisher_tier	book_type	series_size_category	sampling_strategy	temporal_position
1193494001	Tee? Kaffee? Mord! Die fünf Portraits des toten Doktors	beTHRILLED	?	2019.0	B	Standalone		Random (Standalone)	
1194379931	Play for Love	LYX.digital	?	2019.0	B	Standalone		Random (Standalone)	
119553504X	G. F. Unger Sonder-Edition Collection 16 - Western-Sammelband	Bastei Entertainment	?	2019.0	B	Standalone		Random (Standalone)	
1195536518	Dieser eine Augenblick	Bastei Entertainment	?	2019.0	B	Standalone		Random (Standalone)	
1195536879	In tiefster Dunkelheit	beTHRILLED	?	2019.0	B	Standalone		Random (Standalone)	
1195537166	King of Truth	LYX.digital	?	2019.0	B	Standalone		Random (Standalone)	
1198869585	Weil nur die Liebe wirklich zählt	beHEARTBEAT	?	2020.0	B	Standalone		Random (Standalone)	
1198869658	Love You Anyway	LYX.digital	?	2019.0	B	Standalone		Random (Standalone)	
1200921216	Verdammt lang tot	beTHRILLED	?	2019.0	B	Standalone		Random (Standalone)	
1200921348	Wild Games - In einer heißen Nacht	beHEARTBEAT	?	2019.0	B	Standalone		Random (Standalone)	
1204434417	Himmel über Ostpreußen	beHEARTBEAT	?	2020.0	B	Standalone		Random (Standalone)	
1205317279	Die Kinder von Nebra	Bastei Entertainment	?	2020.0	B	Standalone		Random (Standalone)	
1206938374	Jerry Cotton Sammelband 21 - Krimi-Serie	Bastei Entertainment	?	2020.0	B	Standalone		Random (Standalone)	
1207551279	Dean Koontz - Jane Hawk ermittelt (3in1)	HarperCollins	?	2020.0	B	Standalone		Random (Standalone)	
1207840629	Ostseegruft	Bastei Entertainment	?	2020.0	B	Standalone		Random (Standalone)	
1214648215	Der Tod liegt unterm Sonnenschirm	beTHRILLED	?	2020.0	B	Standalone		Random (Standalone)	
1214940056	G. F. Unger Sonder-Edition Großband 10 - Western-Sammelband	Bastei Entertainment	?	2020.0	B	Standalone		Random (Standalone)	
1221371924	Drei Schwestern am Meer	HarperCollins	?	2020.0	B	Standalone		Random (Standalone)	
1230799850	Forbidden CEO	LYX.digital	?	2021.0	B	Standalone		Random (Standalone)	
1232729612	Dein böses Herz	beTHRILLED	?	2021.0	B	Standalone		Random (Standalone)	
1236899091	Der Feind in meinem Bett	beTHRILLED	?	2021.0	B	Standalone		Random (Standalone)	
1239909454	Der Gejagte	HarperCollins	?	2021.0	B	Standalone		Random (Standalone)	
1239912668	Böse	HarperCollins	?	2021.0	B	Standalone		Random (Standalone)	
1240683464	Nicht ohne meine Schwestern	beHEARTBEAT	?	2021.0	B	Standalone		Random (Standalone)	
1245864904	Mein auf ewig	beHEARTBEAT	?	2021.0	B	Standalone		Random (Standalone)	
1250250501	Voice of My Heart	LYX.digital	?	2022.0	B	Standalone		Random (Standalone)	
125480448X	Die Farben des Chamäleons	beTHRILLED	?	2022.0	B	Standalone		Random (Standalone)	
1254804501	Jagdfieber	beTHRILLED	?	2022.0	B	Standalone		Random (Standalone)	
1258775891	Kloster, Mord und Dolce Vita - Alte Geheimnisse schlummern tief	beTHRILLED	?	2022.0	B	Standalone		Random (Standalone)	
1258775921	Zauberhafte Versuchung	beHEARTBEAT	?	2022.0	B	Standalone		Random (Standalone)	
128286100X	Katze, Maus und Mord - Ein rätselhafter Nachbar	beTHRILLED	?	2023.0	B	Standalone		Random (Standalone)	
1285558995	Die verschollene Flotte: Der Hinterhalt	beTHRILLED	?	2023.0	B	Standalone		Random (Standalone)	
1291086366	Ever Since I Loved You	LYX.digital	?	2022.0	B	Standalone		Random (Standalone)	
1291087311	Wand des Schweigens	Bastei Entertainment	?	2022.0	B	Standalone		Random (Standalone)	
1291088083	All My Golden Memories	LYX.digital	?	2023.0	B	Standalone		Random (Standalone)	
1291088504	Evolution der Leere	beTHRILLED	?	2023.0	B	Standalone		Random (Standalone)	
1294307495	Maybe Your Royal	LYX.digital	?	2023.0	B	Standalone		Random (Standalone)	
1299993338	The Perfect Fit	LYX.digital	?	2023.0	B	Standalone		Random (Standalone)	
1310007489	Lady Arrington und der Weihnachtsmord	beTHRILLED	?	2023.0	B	Standalone		Random (Standalone)	
1313283541	Weihnachten in Briar Creek	LYX.digital	?	2023.0	B	Standalone		Random (Standalone)	
1322724369	Fünf Tage in Florenz	Bastei Entertainment	?	2024.0	B	Standalone		Random (Standalone)	
1328076512	Die kleine Ginbrennerei im Schwarzwald	beHEARTBEAT	?	2024.0	B	Standalone		Random (Standalone)	
133117127X	Proof of Faith	LYX.digital	?	2023.0	B	Standalone		Random (Standalone)	
1331172047	Der Zitronentortenmord	Bastei Entertainment	?	2023.0	B	Standalone		Random (Standalone)	
1161841636	Perry Rhodan Neo 177: Die Kavernen von Impos : Staffel: Die Blues		Perry Rhodan		C	Series	Large	Temporal (Large Series)	quarter_3
1164569139	Perry Rhodan 2974: Anschlag auf Wanderer : Perry Rhodan-Zyklus 'Genesis'		Perry Rhodan		C	Series	Large	Temporal (Large Series)	quarter_1
1173313338	Perry Rhodan Neo Story 17: Das sanfte Fl�stern der Zukunft		Perry Rhodan		C	Series	Large	Temporal (Large Series)	last
120882368X	Perry Rhodan 3062: Zeut : Perry Rhodan-Zyklus 'Mythos'		Perry Rhodan		C	Series	Large	Temporal (Large Series)	middle
1116717247	Mörder ante portas : Krimi	books2read	?		C	Standalone		Random (Standalone)	
1116719592	Die vollkommene Kämpferin	books2read	?		C	Standalone		Random (Standalone)	
1156436257	Mami Jubiläumsbox 3 – Familienroman	Martin Kelter Verlag	?	2018.0	C	Standalone		Random (Standalone)	
1161364269	Die tierischen Abenteuer der Wiesel-Gang 2 – Kindergeschichten	Martin Kelter Verlag	?	2018.0	C	Standalone		Random (Standalone)	
1164446266	Und leise tönt der Grabgesang	beTHRILLED by Bastei Entertainment	?	2018.0	C	Standalone		Random (Standalone)	
1165576678	Das Schicksal der Medica	beHEARTBEAT by Bastei Entertainment	?	2018.0	C	Standalone		Random (Standalone)	
1165579499	Die Chronik der Unsterblichen - Göttersterben	beBEYOND by Bastei Entertainment	?	2018.0	C	Standalone		Random (Standalone)	
1171808550	Brautjagd	beHEARTBEAT by Bastei Entertainment	?	2018.0	C	Standalone		Random (Standalone)	
117181044X	The New Day - Neue Welt	beBEYOND by Bastei Entertainment	?	2018.0	C	Standalone		Random (Standalone)	
1171811624	Out of Balance - Kollision	beBEYOND by Bastei Entertainment	?	2018.0	C	Standalone		Random (Standalone)	
1172719004	Das traumhafte Café am Meer	beHEARTBEAT by Bastei Entertainment	?	2019.0	C	Standalone		Random (Standalone)	
117918775X	Heiße Spur	beHEARTBEAT by Bastei Entertainment	?	2019.0	C	Standalone		Random (Standalone)	
1206937645	Todtsteltzers Rückkehr	beBEYOND	?	2020.0	C	Standalone		Random (Standalone)	
1217255710	Die perfekte Sünde	Lübbe	?	2020.0	C	Standalone		Random (Standalone)	
122069715X	Frei ist nur der Blick zum Himmel	Lübbe	?	2020.0	C	Standalone		Random (Standalone)	
1221604457	How to Eat	Lübbe Life	?	2020.0	C	Standalone		Random (Standalone)	
1225749115	Wenn dein Blick mich trifft - FORBIDDEN HEARTS	Lübbe	?	2021.0	C	Standalone		Random (Standalone)	
1226769098	Das Haus der Fugger	Lübbe	?	2021.0	C	Standalone		Random (Standalone)	
1228628718	Amari und die Nachtbrüder	Dragonfly	?	2021.0	C	Standalone		Random (Standalone)	
122886361X	Mord auf Provenzalisch	Lübbe	?	2021.0	C	Standalone		Random (Standalone)	
1231796650	Himmel oder Hölle?	ONE	?	2021.0	C	Standalone		Random (Standalone)	
1236205022	April & Storm - Stärker als die Nacht	Lübbe	?	2021.0	C	Standalone		Random (Standalone)	
1237008263	Wie man einen Tiger fängt	Dragonfly	?	2021.0	C	Standalone		Random (Standalone)	
1239655037	ZEIT Verbrechen 2	Eichborn	?	2021.0	C	Standalone		Random (Standalone)	
1242047573	Das Glück in tausend Worten	Dragonfly	?	2021.0	C	Standalone		Random (Standalone)	
1242476741	Die Kampagne	Lübbe	?	2021.0	C	Standalone		Random (Standalone)	
1242477462	Nicht meines Vaters Kind	Lübbe	?	2021.0	C	Standalone		Random (Standalone)	
1248858956	Perry Rhodan 3151: Unter dem Neutronenstern	Perry Rhodan digital	?	2022.0	C	Standalone		Random (Standalone)	
1253080844	Das Goldblütenhaus - Der Ruf einer neuen Zeit	Lübbe	?	2022.0	C	Standalone		Random (Standalone)	
125840821X	Tweet Cute	ONE	?	2022.0	C	Standalone		Random (Standalone)	
1258776162	Schottische Träume - Die Töpferei am Meer	Lübbe	?	2022.0	C	Standalone		Random (Standalone)	
1259378748	Das Haus zwischen den Welten	Dragonfly	?	2022.0	C	Standalone		Random (Standalone)	
125980481X	Dunkle Tiefen	Lübbe	?	2022.0	C	Standalone		Random (Standalone)	
1261435796	Perry Rhodan 3176: Das schwarze Verwehen	Perry Rhodan digital	?	2022.0	C	Standalone		Random (Standalone)	
1282242598	Perry Rhodan Neo Paket 30	Perry Rhodan digital	?	2023.0	C	Standalone		Random (Standalone)	
1282858866	Der menschliche Faktor	Quadriga	?	2023.0	C	Standalone		Random (Standalone)	
1291084509	Kiss & Crime - Küss mich bei Tiffany	ONE	?	2022.0	C	Standalone		Random (Standalone)	
1299993303	The stars we reach - Emerald Bay, Band 1	ONE	?	2023.0	C	Standalone		Random (Standalone)	
1302452126	Perry Rhodan Neo 313: Zeitfraß	Perry Rhodan digital	?	2023.0	C	Standalone		Random (Standalone)	
1306548357	Staatsversagen	Quadriga	?	2023.0	C	Standalone		Random (Standalone)	
1313283347	Felicità!	HarperCollins eBook	?	2023.0	C	Standalone		Random (Standalone)	
1319406629	Perry Rhodan 3261: Omex-7 antwortet nicht	Perry Rhodan digital	?	2024.0	C	Standalone		Random (Standalone)	
1330360729	Perry Rhodan 3275: Abschied im fremden Universum	Perry Rhodan digital	?	2024.0	C	Standalone		Random (Standalone)	
