ID	Title	Number of novels	Author	Date	Publisher	Series
117713120X	Bleib dran	1			CORA Verlag	?
1176796240	Bleib für immer	1			CORA Verlag	?
104614989X	Blind Date mit der Lust	1			MIRA Taschenbuch	?
1046144863	Blind-Date um Mitternacht	1			MIRA Taschenbuch	?
1082427799	Bliss County - Der Traum in Weiß	1			MIRA Taschenbuch	?
1175423408	Bliss County (3in1) - Auf der Suche nach Mr. Right	1			MIRA Taschenbuch	?
1074759974	Bliss County: (K)ein Mann zum Heiraten	1			MIRA Taschenbuch	?
1067631917	Bliss County: Der Hochzeitspakt	1			MIRA Taschenbuch	?
1176634437	Blitzhochzeit in Portugal	1			CORA Verlag	?
1176506048	Blitzschnell kochen	1			CORA Verlag	?
1116717417	Bloody Catwalk - Unsterblich schön	1			books2read	?
1167520130	Blossom Street - liebevoll gestrickte Geschichten - Teil 1-3 (3in1-eBundle)	1			MIRA Taschenbuch	?
116751906X	Blue-Heron-Serie Teil 1-3	1			MIRA Taschenbuch	?
1082427683	Blume des Satans	1			MIRA Taschenbuch	?
1176791095	Bluthochzeit mit dem Highlander	1			CORA Verlag	?
1116719835	Blutige Fesseln : Psychothriller	1			HarperCollins	?
1144624495	Blutige Juwelen	1			HarperCollins	?
1136136711	Blutige Vergangenheit : Thriller Neuerscheinungen 2017	1			HarperCollins	?
1046128280	Blutiger Freitag	1			MIRA Taschenbuch	?
1127338943	Blutiger Nebel	1			books2read	?
1064413978	Blutrot - Die Farbe der Lust	1			MIRA Taschenbuch	?
1176963597	Blutrot wie die Wahrheit	1			CORA Verlag	?
1066919275	Blutrote Nächte	1			MIRA Taschenbuch	?
1067295127	Blutroter Kuss	1			MIRA Taschenbuch	?
1176791060	Blutsbande - arrogant, erfolgreich, leidenschaftlich! - 3-teilige Serie	3			CORA Verlag	?
1079069569	Blutsbande Buch 1 & 2 : eBundle	1			MIRA Taschenbuch	?
107906978X	Blutsbande Buch 3 & 4 : eBundle	1			MIRA Taschenbuch	?
1176500937	Blutsbrüder - Kraft und Leidenschaft fließen durch ihre Adern (3-teilige Serie)	3			CORA Verlag	?
1046131311	Blutspur des Todes	1			MIRA Taschenbuch	?
1176634496	Blutspur in East End	1			CORA Verlag	?
1175427829	Böse Bilder : Thriller	1			HarperCollins	?
1176796399	Böse Erinnerungen	1			CORA Verlag	?
1177034573	Böses Ende	1			CORA Verlag	?
1046147390	Bote des Todes	1			MIRA Taschenbuch	?
1176618652	Botschaft des Herzens	1			CORA Verlag	?
1176626566	Botschaft des Herzens	1			CORA Verlag	?
117651279X	Bradys Braut	1			CORA Verlag	?
1176513125	Braut nur nach Freigabe! - 5-teilige Serie	5			CORA Verlag	?
1177025515	Brennend heißes Verlangen : Digital Edition	1			CORA Verlag	?
1176501046	Brennende Sehnsucht nach dir : Digital Edition	1			CORA Verlag	?
1116718839	Brennende Wahrheiten - sprechende Geheimnisse : Krimi	1			books2read	?
1176882031	Brich mir nicht das Herz : Digital Edition	1			CORA Verlag	?
1177030446	Brich mir nicht mein Herz! : Digital Edition	1			CORA Verlag	?
1176879294	Bride Mountain - glaube an dein Glück	1			CORA Verlag	?
1176790056	Brides for Billionaires - wie angelt man sich einen Milliardär? - 4-teilige Serie	4			CORA Verlag	?
1177029367	Brides for the Taking - Zwei Schwestern auf der Suche nach ihrer verschollenen Halbschwester	1			CORA Verlag	?
1176513141	Brisante Enthüllungen	1			CORA Verlag	?
117521048X	Broken Beautiful Hearts : Von der Bestsellerautorin der »Beautiful Creatures«-Serie	1			HarperCollins	?
1074760050	Broken Destiny: Dämonenasche	1			MIRA Taschenbuch	?
1137383755	Broken Destiny: Dämonenrache	1			MIRA Taschenbuch	?
1109062532	Broken Hearts - Brennende Sehnsucht	1			MIRA Taschenbuch	?
108242773X	Broken Hearts - Gefährliche Nähe	1			MIRA Taschenbuch	?
1082427934	Broken Hearts - Verbotene Berührungen : Novelle	1			MIRA Taschenbuch	?
1125116323	Broken Hearts: Flammendes Begehren	1			MIRA Taschenbuch	?
1140238140	Broughton House - Haus der Sehnsucht	1			MIRA Taschenbuch	?
1095886800	Burnout für alle! - Mit Volldampf in die Krise	1			MIRA Taschenbuch	?
1194166202	Caddidy, Laredo, Coltman � Erotik Western : Band 10	1				?
1046125095	Callboys - Die Schönen der Nacht	1			MIRA Taschenbuch	?
1176948369	Captain Alexanders Engel	1			CORA Verlag	?
114462472X	Caroline hat einen Plan : Humorvoller Wohlfühlroman über eine Rebellion hinter der Wursttheke	1			HarperCollins	?
1095886959	Cash Landing - Der Preis des Geldes	1			HarperCollins	?
1176869256	Cecilias heimlicher Wunsch	1			CORA Verlag	?
1177026783	Celebration Inc. - Die besten Momente in unserem Leben (9-teilige Serie)	9			CORA Verlag	?
1176626701	Champagner, Küsse und ein Traumprinz	1			CORA Verlag	?
1177131242	Champagnernächte mit Drew	1			CORA Verlag	?
1065056788	Chaos auf High Heels	1			MIRA Taschenbuch	?
117702943X	Chaos der Gefühle	1			CORA Verlag	?
1046145827	Charles	1			MIRA Taschenbuch	?
1176505718	Chefsache Leidenschaft - verliebt in den Boss 1 : eBundle	1			CORA Verlag	?
