Model,Accuracy,Macro_Precision,Macro_Recall,Macro_F1,Weighted_F1,Samples
openai_gpt-oss-120b,0.921875,0.923942909594318,0.9168475636523266,0.917614036173244,0.9218829970735136,192
deepseek_deepseek-v3.2,0.8645833333333334,0.8016733397015088,0.7739871719832211,0.7721544871303325,0.8826213959819031,192
moonshotai_kimi-k2-0905,0.8385416666666666,0.7995974235104669,0.757190030240952,0.761028054319678,0.8684171255964804,192
openai_gpt-oss-20b,0.8489583333333334,0.7702075702075702,0.71698541605697,0.7299162073931807,0.8359827556827977,192
nvidia_nemotron-3-nano-30b-a3b,0.8177083333333334,0.719919593515099,0.60625,0.6346097285067873,0.8039189173265461,192
