filename	explicit_chapter	implicit_chapter_stars	implicit_chapter_jpg	novel_no_separator	non-chapter	total_chunks
000542_Kufsteiner_Das-Berghotel-138_9783732545902.json	0	20	0	0	6	26
000543_Kufsteiner_Das-Berghotel-140_9783732546695.json	0	18	0	0	6	24
000544_Kufsteiner_Das-Berghotel-141_9783732546701.json	0	26	0	0	6	32
000545_Kufsteiner_Das-Berghotel-146_9783732551897.json	0	19	0	0	6	25
000546_Kufsteiner_Das-Berghotel-147_9783732551903.json	0	35	0	0	6	41
000547_Kufsteiner_Das-Berghotel-149_9783732552269.json	0	39	0	0	6	45
000548_Kufsteiner_Das-Berghotel-150_9783732554577.json	0	11	0	0	6	17
000549_Kufsteiner_Das-Berghotel-151_9783732554584.json	0	28	0	0	6	34
000550_Kufsteiner_Das-Berghotel-152_9783732554898.json	0	17	0	0	6	23
000551_Kufsteiner_Das-Berghotel-153_9783732554904.json	0	31	0	0	6	37
000552_Kufsteiner_Das-Berghotel-154_9783732556915.json	0	20	0	0	6	26
000553_Kufsteiner_Das-Berghotel-155_9783732556922.json	0	33	0	0	7	40
000554_Kufsteiner_Das-Berghotel-156_9783732557981.json	0	16	0	0	6	22
000555_Kufsteiner_Das-Berghotel-157_9783732557998.json	0	34	0	0	6	40
000556_Kufsteiner_Das-Berghotel-158_9783732559893.json	0	19	0	0	6	25
000557_Kufsteiner_Das-Berghotel-159_9783732559909.json	0	38	0	0	6	44
000558_Kufsteiner_Das-Berghotel-160_9783732560219.json	0	19	0	0	6	25
000559_Kufsteiner_Das-Berghotel-161_9783732560226.json	0	20	0	0	6	26
000560_Kufsteiner_Das-Berghotel-167_9783732564651.json	0	25	0	0	6	31
000561_Kufsteiner_Das-Berghotel-170_9783732565603.json	0	18	0	0	6	24
000562_Kufsteiner_Das-Berghotel-178_9783732571734.json	0	18	0	0	6	24
000563_Kufsteiner_Das-Berghotel-190_9783732579303.json	0	31	0	0	6	37
000564_Kufsteiner_Das-Berghotel-194_9783732581184.json	0	24	0	0	6	30
000565_Kufsteiner_Das-Berghotel-202_9783732586646.json	0	13	0	0	6	19
000566_Kufsteiner_Das-Berghotel-203_9783732586653.json	0	22	0	0	6	28
000567_Kufsteiner_Das-Berghotel-210---Heimatroma_9783732591732.json	0	25	0	0	6	31
000568_Kufsteiner_Das-Berghotel-210_9783732591732.json	0	25	0	0	6	31
000569_Kufsteiner_Das-Berghotel-211_9783732591749.json	0	30	0	0	6	36
000570_Kufsteiner_Das-Berghotel-228_9783751700184.json	0	24	0	0	6	30
000571_Kufsteiner_Das-Berghotel-255_9783751721905.json	0	28	0	0	6	34
000572_Kufsteiner_Das-Berghotel-256_9783751721912.json	0	45	0	0	6	51
000573_Kufsteiner_Das-Berghotel-257_9783751721929.json	1	0	0	0	6	7
000574_Kufsteiner_Das-Berghotel-96_9783732517732.json	0	19	0	0	6	25
000575_Kufsteiner_Das-Berghotel-97_9783732518258.json	0	36	0	0	6	42
000576_Kufsteiner_Das-Berghotel-98_9783732519460.json	0	19	0	0	6	25
000577_Kufsteiner_Der-Bergdoktor---Folge-1676_9783838749310.json	0	19	0	0	6	25
000578_Kufsteiner_Der-Bergdoktor---Folge-1677_9783838749327.json	0	15	0	0	6	21
000579_Kufsteiner_Der-Bergdoktor---Folge-1884_9783732552221.json	0	24	0	0	6	30
000580_Kufsteiner_Der-Bergdoktor-1675_9783838749303.json	0	20	0	0	6	26
000581_Kufsteiner_Der-Bergdoktor-1678_9783838749334.json	0	20	0	0	6	26
000582_Kufsteiner_Der-Bergdoktor-1679_9783838749341.json	0	18	0	0	6	24
000583_Kufsteiner_Der-Bergdoktor-1680_9783838749358.json	0	28	0	0	6	34
000584_Kufsteiner_Der-Bergdoktor-1681_9783838749365.json	0	19	0	0	6	25
000585_Kufsteiner_Der-Bergdoktor-1682_9783838749372.json	0	15	0	0	6	21
000586_Kufsteiner_Der-Bergdoktor-1683_9783838749389.json	0	18	0	0	6	24
000587_Kufsteiner_Der-Bergdoktor-1684_9783838749396.json	0	17	0	0	6	23
000588_Kufsteiner_Der-Bergdoktor-1686_9783838749419.json	0	21	0	0	6	27
000589_Kufsteiner_Der-Bergdoktor-1699_9783838754826.json	0	22	0	0	6	28
000590_Kufsteiner_Der-Bergdoktor-1700_9783838754833.json	0	15	0	0	6	21
000591_Kufsteiner_Der-Bergdoktor-1703_9783838755229.json	0	13	0	0	6	19
000592_Kufsteiner_Der-Bergdoktor-1705_9783838755243.json	0	24	0	0	6	30
000593_Kufsteiner_Der-Bergdoktor-1707_9783838755618.json	0	26	0	0	6	32
000594_Kufsteiner_Der-Bergdoktor-1708_9783838755625.json	0	20	0	0	6	26
000595_Kufsteiner_Der-Bergdoktor-1717_9783838757643.json	0	18	0	0	6	24
000596_Kufsteiner_Der-Bergdoktor-1726_9783838759647.json	0	21	0	0	6	27
000597_Kufsteiner_Der-Bergdoktor-1731_9783732502073.json	0	19	0	0	6	25
000598_Kufsteiner_Der-Bergdoktor-1735_9783732503353.json	0	19	0	0	6	25
000599_Kufsteiner_Der-Bergdoktor-1741_9783732504701.json	0	21	0	0	6	27
000600_Kufsteiner_Der-Bergdoktor-1743_9783732505340.json	0	20	0	0	6	26
000601_Kufsteiner_Der-Bergdoktor-1744_9783732505357.json	0	14	0	0	6	20
000602_Kufsteiner_Der-Bergdoktor-1745_9783732505364.json	0	20	0	0	6	26
000603_Kufsteiner_Der-Bergdoktor-1747_9783732507627.json	0	12	0	0	6	18
000604_Kufsteiner_Der-Bergdoktor-1752_9783732509591.json	0	20	0	0	6	26
000605_Kufsteiner_Der-Bergdoktor-1753_9783732509607.json	0	13	0	0	6	19
000606_Kufsteiner_Der-Bergdoktor-1757_9783732509645.json	0	26	0	0	6	32
000607_Kufsteiner_Der-Bergdoktor-1774_9783732516643.json	0	27	0	0	6	33
000608_Kufsteiner_Der-Bergdoktor-1783_9783732519194.json	0	20	0	0	6	26
000609_Kufsteiner_Der-Bergdoktor-1789_9783732519781.json	0	17	0	0	6	23
000610_Kufsteiner_Der-Bergdoktor-1813_9783732528097.json	0	21	0	0	6	27
000611_Kufsteiner_Der-Bergdoktor-1816_9783732528974.json	0	21	0	0	6	27
000612_Kufsteiner_Der-Bergdoktor-1820_9783732532148.json	0	21	0	0	6	27
000613_Kufsteiner_Der-Bergdoktor-1824_9783732532452.json	0	22	0	0	6	28
000614_Kufsteiner_Der-Bergdoktor-1832_9783732535668.json	0	18	0	0	6	24
000615_Kufsteiner_Der-Bergdoktor-1840_9783732537648.json	0	21	0	0	6	27
000616_Kufsteiner_Der-Bergdoktor-1855_9783732543939.json	0	18	0	0	6	24
000617_Kufsteiner_Der-Bergdoktor-1900_9783732557950.json	0	28	0	0	6	34
000618_Kufsteiner_Der-Bergdoktor-1901_9783732557967.json	0	22	0	0	6	28
000619_Kufsteiner_Der-Bergdoktor-1902_9783732557974.json	0	21	0	0	6	27
000620_Kufsteiner_Der-Bergdoktor-1919_9783732564545.json	0	20	0	0	6	26
000621_Kufsteiner_Der-Bergdoktor-1923_9783732565627.json	0	19	0	0	6	25
000622_Kufsteiner_Der-Bergdoktor-1927_9783732565665.json	0	17	0	0	6	23
000623_Kufsteiner_Der-Bergdoktor-1938_9783732567690.json	0	12	0	0	6	18
000624_Kufsteiner_Der-Bergdoktor-1991_9783732586608.json	0	20	0	0	6	26
000625_Kufsteiner_Der-Bergdoktor-2010_9783732591640.json	0	31	0	0	7	38
000626_Kufsteiner_Der-Bergdoktor-2018_9783732591725.json	0	22	0	0	6	28
000627_Larry_Brent_1_-_Dan_Shocker.json	0	0	0	1	5	6
000628_Lass_Blumen_sprechen_-_Verena_Kufsteiner.json	0	25	0	0	6	31
000629_Lassiter_-_Folge_2495_-_Jack_Slade.json	0	0	0	1	6	7
000630_Laurent_Fuersten-Roman---Folge-2428_9783838751405.json	0	22	0	0	6	28
000631_Laurent_Fuersten-Roman-2566_9783732574803.json	0	17	0	0	6	23
000632_Laurent_Fuersten-Roman-2579_9783732582914.json	0	0	14	0	6	20
000633_Laurent_Fuersten-Roman-2598_9783732592258.json	0	0	30	0	6	36
000634_Laurent_Fuersten-Roman-2626_9783751711494.json	0	0	29	0	6	35
000635_Laurent_Fuersten-Roman-2634_9783751719049.json	0	0	27	0	6	33
000636_Lausitz_Fuersten-Roman-2562_9783732572885.json	0	24	0	0	6	30
000637_Lausitz_Fuersten-Roman-2575_9783732580361.json	0	0	26	0	6	32
000638_Leitner_Alpengold-290_9783732576982.json	0	32	0	0	6	38
000639_Leitner_Alpengold-316_9783732591572.json	0	27	0	0	6	33
000640_Leitner_Alpengold-324_9783732597550.json	0	26	0	0	6	32
000641_Leitner_Alpengold-326_9783732597574.json	0	23	0	0	6	29
000642_Leitner_Alpengold-331_9783732598762.json	0	21	0	0	6	27
000643_Leitner_Alpengold-335_9783751705325.json	0	19	0	0	6	25
000644_Leitner_Alpengold-336_9783751705332.json	0	23	0	0	6	29
000645_Leitner_Alpengold-343_9783751710343.json	0	33	0	0	6	39
000646_Leitner_Alpengold-347_9783751710480.json	0	24	0	0	6	30
000647_Leitner_Alpengold-352_9783751710534.json	0	37	0	0	6	43
000648_Leitner_Alpengold-354_9783751716918.json	0	22	0	0	6	28
000649_Leitner_Alpengold-356_9783751716956.json	0	29	0	0	7	36
000650_Lentz_Fuersten-Roman-2588_9783732588398.json	0	0	28	0	6	34
000651_Lentz_Silvia-Gold-92---Liebesroman_9783732586875.json	0	0	0	1	6	7
000652_Leopold_Fuersten-Roman-2629_9783751711524.json	0	0	39	0	6	45
000653_Leopold_Fuersten-Roman-2633_9783751717861.json	0	0	28	0	6	34
000654_Leopold_Fuersten-Roman-2638_9783751722186.json	0	0	31	0	6	37
000655_Lewis_Traummaenner-_-Traumziele_-Arge_9783733738129.json	45	0	0	0	19	64
000656_Lichtenau_Alpengold-334_9783751702652.json	0	29	0	0	6	35
000657_Lichtenau_Alpengold-349_9783751710503.json	0	31	0	0	6	37
000658_Lichtenau_Alpengold-351_9783751710527.json	0	35	0	0	6	41
000659_Lichtenau_Alpengold-353_9783751716895.json	0	38	0	0	6	44
000660_Liebe_in_den_Bergen_-_Zwei_Bergromane.json	0	51	0	0	3	54
000661_Liebessommer_mit_einem_Fursten_-_Sharon_Kendrick___Stacy_Connell.json	40	0	0	0	8	48
000662_Liebessommer_mit_einem_Fursten___Sag_Ja,_i_-_Sharon_Kendrick___Stacy_Connelli___Jackie_.json	40	0	0	0	8	48
000663_Liebeszauber_auf_Santorin___Aus_-_Trish_Morey___Carol_Marinelli__.json	54	0	0	0	7	61
000664_Liebeszauber_auf_Santorin___Ausgerechnet_m_-_Trish_Morey___Carol_Marinelli___Lindsay_Ar.json	54	0	0	0	7	61
000665_Linden_Fuersten-Roman-2573_9783732579426.json	0	0	15	0	6	21
000666_Lindsay_Collection-Baccara-Band-353_9783733722524.json	35	0	0	0	8	43
000667_Lindsay_The-Master-Vintners---Eine-Win_9783733738143_(1).json	77	0	0	0	22	99
000668_Lindsay_The-Master-Vintners---Eine-Win_9783733738143.json	77	0	0	0	22	99
000669_Maartens_Fuersten-Roman-2623_9783751711463.json	0	0	33	0	6	39
000670_Maartens_Fuersten-Roman-2627_9783751711500.json	0	0	34	0	6	40
000671_Maartens_Fuersten-Roman-2630_9783751711531.json	0	0	36	0	6	42
000672_Manhattan_Millionaires_-_Skandale_aus_der_-_Maureen_Child,_Laura_Wright,_Jennifer_Lewi.json	70	0	0	0	23	93
000673_Mann_Alaska-in-Love---Familiengehei_9783751505123.json	92	0	0	0	33	125
000674_Mark_Hellmann_-_Folge_04_-_C._W._Bach.json	0	32	0	0	9	41
000675_Mark_Hellmann_Blutbad_auf_Usedom.json	0	32	0	0	9	41
000676_Martin_Alpengold-348_9783751710497.json	0	39	0	0	6	45
000677_Marton_Julia-Extra-Band-362_9783954465729.json	46	0	0	0	9	55
000678_McArthur_Julia-Aerzte-zum-Verlieben-Band_9783751501606.json	41	0	0	0	8	49
000679_Mcarthur_Julia-Aerzte-zum-Verlieben-Band_9783751501606.json	41	0	0	0	8	49
000680_Mcclone_Bianca-Extra-Band-1_9783733732165.json	40	0	0	0	10	50
000681_Mckay_Collection-Baccara-Band-367_9783733723293.json	39	0	0	0	9	48
000682_Mcmahon_Julia-Extra-Band-363_9783954465880.json	41	0	0	0	10	51
000683_Menschheitsdaemmerung_9783644005150.json	0	0	0	2	297	299
000684_Menschheitsdammerung_-_Unknown.json	0	0	0	2	297	299
000685_Mertens_Fuersten-Roman-2564_9783732573721.json	0	22	0	0	6	28
000686_Merz_Alpengold-181_9783732504794.json	0	22	0	0	6	28
000687_Merz_Alpengold-200_9783732517640.json	0	22	0	0	6	28
000688_Merz_Alpengold-209_9783732521241.json	0	22	0	0	6	28
000689_Merz_Alpengold-222_9783732532421.json	0	23	0	0	6	29
000690_Merz_Alpengold-227_9783732535644.json	0	24	0	0	6	30
000691_Miles_Baccara-Spezial-Band-12_9783751500791.json	58	0	0	0	10	68
000692_Miles_Baccara-Spezial-Band-6_9783733729271.json	54	0	0	0	9	63
000693_Miles_Baccara-Spezial-Band-9_9783733729301.json	41	0	0	0	8	49
000694_Milius_Fuersten-Roman-2580_9783732582921.json	0	0	24	0	6	30
000695_Milius_Fuersten-Roman-2620_9783751708128.json	0	0	22	0	6	28
000696_Milne_Die-schoensten-Liebesromane-der_9783751505475.json	135	0	0	0	37	172
000697_Mit_dir_ins_paradies_und_zurück.json	55	0	0	0	10	65
000698_Monroe_Julia-Extra-Band-370_9783954467396.json	50	0	0	0	11	61
000699_Morgan_Die-verschollenen-Prinzen-von-_9783733739201.json	62	0	0	0	22	84
000700_Morgan_Stuermische-Zeiten-auf-Glenmore_9783751505086.json	39	0	0	0	15	54
000701_Morgan_Traummaenner-_-Traumziele_-Ital_9783733787103.json	45	0	0	0	18	63
000702_Morland_Gaslicht---Neue-Edition-11---M_9783740993405.json	0	30	0	0	9	39
000703_Mortimer_Julia-Extra-Band-384_9783733706401.json	50	0	0	0	10	60
000704_Mythor_001_-_Der_Sohn_des_Kometen_-_Hugh_Walker.json	8	0	0	0	6	14
000705_Mythor_Band_001-049_-_Mythor.json	421	0	0	0	163	584
000706_Mythor_Band_050-099_-_Mythor.json	458	0	0	0	178	636
000707_Mythor_Band_100-149_-_Mythor.json	450	0	0	0	171	621
000708_Mythor_Band_150-193_-_Mythor.json	404	0	0	0	147	551
000709_Neuen_Fuersten-Roman-2586_9783732586837.json	0	0	18	0	6	24
000710_Norden_Fuersten-Roman-2600_9783732595983.json	0	0	21	0	6	27
000711_Norden_Fuersten-Roman-2624_9783751711470.json	0	0	24	0	6	30
000712_Notarztin_Andrea_Bergen_-_Folge_1341_-_Marina_Anders.json	0	29	0	0	6	35
000713_Nur_eine_Nacht_voller_Liebe__-_Susan_Stevens.json	55	0	0	0	10	65
000714_Nur_fur_eine_heisse_Nacht__-_Katherine_Garbera.json	7	0	0	0	3	10
000715_O_Neil_Julia-Aerzte-zum-Verlieben-Band_9783751501545.json	35	0	0	0	7	42
000716_Olson_Tiffany-Extra-Hot-_-Sexy-Band-_9783733752873.json	62	0	0	0	9	71
000717_Orloff_Fuersten-Roman-2587_9783732588381.json	0	0	10	0	6	16
000718_Pade_Bianca-Extra-Band-9_9783733732325.json	40	0	0	0	12	52
000719_Perrin_Collection-Baccara-Band-361_9783733723545.json	36	0	0	0	9	45
000720_Perry_Rhodan-Paket_10__Die_Capp_-_Perry_Rhodan_Redaktion.json	369	0	0	0	178	547
000721_Perry_Rhodan-Paket_10__Die_Cappins_(Teil_2_-_Perry_Rhodan_Redaktion.json	369	0	0	0	178	547
000722_Perry_Rhodan-Paket_11__Der_Schw_-_Perry_Rhodan_Redaktion.json	458	0	0	0	180	638
000723_Perry_Rhodan-Paket_11__Der_Schwarm_(Teil_1_-_Perry_Rhodan_Redaktion.json	458	0	0	0	180	638
000724_Perry_Rhodan-Paket_12__Der_Schw_-_Perry_Rhodan_Redaktion.json	454	0	0	0	179	633
000725_Perry_Rhodan-Paket_12__Der_Schwarm_(Teil_2_-_Perry_Rhodan_Redaktion.json	454	0	0	0	179	633
000726_Perry_Rhodan-Paket_13__Das_Kosm_-_Perry_Rhodan_Redaktion.json	444	0	0	0	186	630
000727_Perry_Rhodan-Paket_13__Das_Kosmische_Schac_-_Perry_Rhodan_Redaktion.json	444	0	0	0	186	630
000728_Perry_Rhodan-Paket_1__Die_Dritt_-_Perry_Rhodan.json	337	0	0	0	173	510
000729_Perry_Rhodan-Paket_1__Die_Dritte_Macht__Pe_-_Perry_Rhodan.json	337	0	0	0	173	510
000730_Perry_Rhodan-Paket_2__Atlan_und_-_Perry_Rhodan_Redaktion.json	373	0	0	0	178	551
000731_Perry_Rhodan-Paket_2__Atlan_und_Arkon__Per_-_Perry_Rhodan_Redaktion.json	373	0	0	0	178	551
000732_Perry_Rhodan-Paket_3__Die_Posbi_-_Perry_Rhodan_Redaktion.json	359	0	0	0	181	540
000733_Perry_Rhodan-Paket_3__Die_Posbis__Perry_Rh_-_Perry_Rhodan_Redaktion.json	359	0	0	0	181	540
000734_Perry_Rhodan-Paket_4__Das_Zweit_-_Perry_Rhodan_Redaktion.json	434	0	0	0	185	619
000735_Perry_Rhodan-Paket_4__Das_Zweite_Imperium__-_Perry_Rhodan_Redaktion.json	434	0	0	0	185	619
000736_Perry_Rhodan-Paket_5__Die_Meist_-_Perry_Rhodan_Redaktion.json	361	0	0	0	187	548
000737_Perry_Rhodan-Paket_5__Die_Meister_der_Inse_-_Perry_Rhodan_Redaktion.json	361	0	0	0	187	548
000738_Perry_Rhodan-Paket_6__Die_Meist_-_Perry_Rhodan_Redaktion.json	374	0	0	0	199	573
000739_Perry_Rhodan-Paket_6__Die_Meister_der_Inse_-_Perry_Rhodan_Redaktion.json	374	0	0	0	199	573
000740_Perry_Rhodan-Paket_7__M_87_(Tei_-_Perry_Rhodan_Redaktion.json	382	0	0	0	179	561
000741_Perry_Rhodan-Paket_7__M_87_(Teil_1)__Perry_-_Perry_Rhodan_Redaktion.json	382	0	0	0	179	561
000742_Perry_Rhodan-Paket_8__M_87_(Tei_-_Perry_Rhodan_Redaktion.json	358	0	0	0	180	538
000743_Perry_Rhodan-Paket_8__M_87_(Teil_2)__Perry_-_Perry_Rhodan_Redaktion.json	358	0	0	0	180	538
000744_Perry_Rhodan-Paket_9__Die_Cappi_-_Perry_Rhodan_Redaktion.json	382	0	0	0	176	558
000745_Perry_Rhodan-Paket_9__Die_Cappins_(Teil_1)_-_Perry_Rhodan_Redaktion.json	382	0	0	0	176	558
000746_Perry_Intime-Geschichten-10---Erotik_9783863770952.json	0	9	0	0	14	23
000747_Perry_Intime-Geschichten-23---Erotik_9783740940836.json	0	8	0	0	15	23
000748_Perry_Intime-Geschichten-24---Erotik_9783740942663.json	0	0	0	0	16	16
000749_Perry_Intime-Geschichten-26---Erotik_9783740947651.json	0	31	0	0	13	44
000750_Perry_Intime-Geschichten-27---Erotik_9783740949501.json	0	16	0	0	13	29
000751_Perry_Intime-Geschichten-33---Erotik_9783740958336.json	0	0	0	0	17	17
000752_Perry_Intime-Geschichten-34---Erotik_9783740960100.json	0	0	0	0	17	17
000753_Perry_Intime-Geschichten-35---Erotik_9783740961183.json	0	17	0	0	15	32
000754_Perry_Intime-Geschichten-6---Erotikr_9783863770914.json	0	7	0	0	14	21
000755_Perry_Intime-Geschichten-9---Erotikr_9783863770945.json	0	16	0	0	13	29
000756_Perry_Intime-Geschichten-Staffel-1--_9783863778989.json	0	43	0	1	20	64
000757_Rauenstein_Die-Welt-der-Hedwig-Courths-Ma_9783751729352.json	0	0	0	1	6	7
000758_Rawlins_Collection-Baccara-Band-359_9783733722647.json	33	0	0	0	9	42
000759_Rehfeld_Dino-Land---Folge-05_9783732535200.json	0	24	0	0	9	33
000760_Reid_Romana-Herzensbrecher-Band-5_9783733745172.json	33	0	0	0	7	40
000761_Reigning_Men_-_Sechs_Prinzen_finden_die_gr_-_Brenda_Harlen.json	78	0	0	0	23	101
000762_Ried_Alpengold-329_9783732598748.json	0	17	0	0	6	23
000763_Riedling_Alpengold-259_9783732556816.json	0	49	0	0	6	55
000764_Roberts_Julia-Aerzte-zum-Verlieben-Band_9783751501620.json	38	0	0	0	10	48
000765_Roberts_Julia-Extra-Band-372_9783733703738.json	43	0	0	0	10	53
000766_Rock_Das-McNeill-Imperium---Eine-mae_9783733717384.json	120	0	0	0	34	154
000767_Roe_Collection-Baccara-Band-354_9783733722548.json	32	0	0	0	8	40
000768_Rowling_Harry-Potter-und-der-Halbblutp_9781781100813.json	1	0	0	0	38	39
000769_Rowling_Harry-Potter-und-der-Stein-der_9781781100769.json	1	0	0	0	25	26
000770_Ruttan_Julia-Aerzte-zum-Verlieben-Band_9783733715588.json	54	0	0	0	11	65
000771_Ryder_Julia-Aerzte-zum-Verlieben-Band_9783733715595.json	38	0	0	0	10	48
000772_Sands_Collection-Baccara-Band-357_9783733722609.json	31	0	0	0	8	39
000773_Sartena_Fuersten-Roman-2610_9783732599264.json	0	0	28	0	6	34
000774_Sartena_Fuersten-Roman-2622_9783751711456.json	0	0	26	0	6	32
000775_Sartena_Fuersten-Roman-2628_9783751711517.json	0	0	24	0	6	30
000776_Sartena_Fuersten-Roman-2635_9783751719391.json	0	0	25	0	6	31
000777_Schrei_nach_Satan.json	1	0	0	0	9	10
000778_Schuder_Das-Haus-Zamis-19_9783751717663.json	4	0	0	0	9	13
000779_Schuder_Das-Haus-Zamis-20_9783751717670.json	4	0	0	0	9	13
000780_Schwartz_Das-Haus-Zamis-21_9783751718769.json	5	0	0	0	9	14
000781_Schwartz_Das-Haus-Zamis-26_9783751723510.json	5	0	0	0	9	14
000782_Schwartz_Maddrax-311_9783838714813.json	0	0	28	0	10	38
000783_Schwarz_Maddrax-301_9783838712826.json	0	0	30	0	10	40
000784_Schwarz_Maddrax-307_9783838713540.json	0	0	20	0	10	30
000785_Schwarz_Maddrax-315_9783838716848.json	0	0	25	0	10	35
000786_Schwarz_Maddrax-325_9783838718699.json	0	0	17	0	11	28
000787_Schwarz_Maddrax-333_9783838721583.json	0	0	24	0	10	34
000788_Schwarz_Maddrax-343_9783838727028.json	0	0	27	0	10	37
000789_Schwarz_Maddrax-344_9783838727202.json	0	0	29	0	11	40
000790_Seeberg_Fuersten-Roman-2567_9783732575732.json	0	33	0	0	6	39
000791_Seeberg_Fuersten-Roman-2578_9783732581337.json	0	0	21	0	6	27
000792_Seeberg_Fuersten-Roman-2584_9783732584611.json	0	0	21	0	6	27
000793_Seeberg_Fuersten-Roman-2597_9783732592241.json	0	0	23	0	6	29
000794_Seeberg_Fuersten-Roman-2605_9783732596034.json	0	0	21	0	6	27
000795_Seeberg_Fuersten-Roman-2613_9783751704670.json	0	0	26	0	6	32
000796_Seeberg_Fuersten-Roman-2631_9783751711548.json	0	0	35	0	6	41
000797_Seeberg_Fuersten-Roman-2639_9783751722193.json	0	0	31	0	6	37
000798_Seefelder_Alpengold-355_9783751716932.json	0	26	0	0	6	32
000799_Seelenschwert.json	1	0	0	0	9	10
000800_Seethaler_Alpengold-263_9783732559848.json	0	31	0	0	6	37
000801_Seidel_Maddrax-313_9783838714899.json	0	0	27	0	10	37
000802_Shadow_Gaslicht---Neue-Edition-1---My_9783740984465.json	0	40	0	0	9	49
000803_Shalvis_Tiffany-Extra-Band-3_9783954466764.json	55	0	0	0	9	64
000804_Shocker_Dan-Shocker_s-LARRY-BRENT-1_9783962821104.json	0	0	0	1	5	6
000805_Shocker_Dan-Shocker_s-Macabros-1_9783946076414.json	0	44	0	0	4	48
000806_Sinclair_Tiffany-Extra-Hot-_-Sexy-Band-_9783733753849.json	52	0	0	0	12	64
000807_Sinclair_Tiffany-Extra-Hot-_-Sexy-Band-_9783733753870.json	48	0	0	0	9	57
000808_Slade_Lassiter-2495---Western_9783732596881.json	0	0	0	1	6	7
000809_Slade_Lassiter-Sammelband-1783---Wes_9783732562152.json	0	69	0	0	17	86
000810_Slade_Lassiter-Sammelband-1785---Wes_9783732562213.json	0	63	0	0	17	80
000811_Slade_Lassiter-Sammelband-1786---Wes_9783732562220.json	0	67	0	0	17	84
000812_Slade_Lassiter-Sammelband-1787---Wes_9783732562237.json	0	91	0	0	17	108
000813_Slade_Lassiter-Sammelband-1788---Wes_9783732562244.json	0	65	0	0	17	82
000814_Slade_Lassiter-Sammelband-1789---Wes_9783732562251.json	0	78	0	0	17	95
000815_Slade_Lassiter-Sammelband-1790---Wes_9783732562268.json	0	65	0	0	17	82
000816_Slade_Lassiter-Sammelband-1791---Wes_9783732562275.json	0	66	0	0	17	83
000817_Slade_Lassiter-Sammelband-1793---Wes_9783732562299.json	0	70	0	0	17	87
000818_Slade_Lassiter-Sammelband-1794---Wes_9783732575367.json	0	77	0	0	17	94
000819_Slade_Lassiter-Sammelband-1795---Wes_9783732575374.json	0	78	0	0	17	95
000820_Slade_Lassiter-Sammelband-1800---Wes_9783732583447.json	0	80	0	0	17	97
000821_Slade_Lassiter-Sammelband-1805---Wes_9783732583492.json	0	71	0	0	17	88
000822_Slade_Lassiter-Sammelband-1809---Wes_9783732591442.json	0	79	0	0	17	96
000823_Slade_Lassiter-Sammelband-1810---Wes_9783732591459.json	0	79	0	0	17	96
000824_Slade_Lassiter-Sammelband-1811---Wes_9783732591466.json	0	82	0	0	17	99
000825_Slade_Lassiter-Sammelband-1813---Wes_9783732591480.json	0	80	0	0	17	97
000826_Sophienlust_Classic_-_9_-_Die_hochmutigen_-_Vandenberg,_Patricia.json	0	46	0	0	9	55
000827_Stern_Maddrax-302_9783838713199.json	0	0	29	0	11	40
000828_Stern_Maddrax-305_9783838713403.json	0	0	36	0	10	46
000829_Stern_Maddrax-310_9783838714806.json	0	0	35	0	11	46
000830_Stern_Maddrax-314_9783838716831.json	0	0	37	0	11	48
000831_Stern_Maddrax-316_9783838716985.json	0	0	32	0	12	44
000832_Stern_Maddrax-324_9783838718682.json	2	0	0	0	13	15
000833_Stern_Maddrax-327_9783838720401.json	0	0	25	0	10	35
000834_Stern_Maddrax-332_9783838721576.json	0	0	29	0	11	40
000835_Stern_Maddrax-340_9783838726434.json	0	0	36	0	11	47
000836_Stern_Maddrax-346_9783838733340.json	0	0	29	0	12	41
000837_Stern_Maddrax-347_9783838733357.json	0	0	35	0	10	45
000838_Stevens_Baccara-Spezial-Band-10_9783751500777.json	40	0	0	0	8	48
000839_Stevens_Baccara-Spezial-Band-11_9783751500784.json	40	0	0	0	8	48
000840_Sturmische_Zeiten_auf_Glenmore_Island_(4-t_-_Sarah_Morgan.json	39	0	0	0	15	54
000841_Suchanek_Maddrax-335_9783838723075.json	0	0	33	0	10	43
000842_Suchanek_Maddrax-341_9783838726441.json	0	0	31	0	10	41
000843_Suchanek_Maddrax-345_9783838727219.json	0	0	33	0	10	43
000844_Sullivan_Im-Bann-der-Diamanten---Zwei-F_9783733727314.json	65	0	0	0	20	85
000845_Thanneck_Fuersten-Roman-2591_9783732590735.json	0	0	20	0	6	26
000846_Thanner_Alpengold-204_9783732519804.json	0	18	0	0	6	24
000847_Thayer_Bianca-Extra-Band-4_9783733732226.json	48	0	0	0	9	57
000848_Thayer_Bianca-Extra-Band-5_9783733732240.json	45	0	0	0	11	56
000849_Thayne_Bianca-Extra-Band-12_9783733732363.json	42	0	0	0	9	51
000850_The_Master_Vintners_-_Eine_Winzerfamilie_z_-_Yvonne_Lindsay.json	77	0	0	0	22	99
000851_The_Wedding_Party_Collection_-_Sechs_Traum_-_Heidi_Rice,_Charlotte_Phillips,_Ally_Blake.json	72	0	0	0	24	96
000852_Toni_der_Huttenwirt_-_223_-_Wir_schaffen_e_-_von_Buchner,_Friederike.json	0	15	0	0	9	24
