filename	explicit_chapter	implicit_chapter_stars	implicit_chapter_jpg	novel_no_separator	non-chapter	total_chunks
000273_JULIA_EXTRA_368_-_Maisey_Yates,_Stephanie_Bond,_Fiona_McArth.json	44	0	0	0	9	53
000274_JULIA_EXTRA_BAND_365_-_Lynne_Graham,_Maisey_Yates,_Car.json	44	0	0	0	9	53
000275_JULIA_EXTRA_BAND_365_-_Lynne_Graham,_Maisey_Yates,_Carole_Mortime.json	44	0	0	0	9	53
000276_JULIA_EXTRA_BAND_372_-_Natalie_Anderson,_Alison_Roberts,_Shirley_.json	43	0	0	0	10	53
000277_JULIA_EXTRA_BAND_378_-_Lynne_Graham,_Sharon_Kendrick,_.json	49	0	0	0	11	60
000278_JULIA_EXTRA_BAND_378_-_Lynne_Graham,_Sharon_Kendrick,_Leah_Ashton.json	49	0	0	0	11	60
000279_JULIA_EXTRA_BAND_381_-_Emma_Darcy,_Kim_Lawrence,_Susan_Stephens,_.json	55	0	0	0	11	66
000280_JULIA_EXTRA_BAND_381_-_Emma_Darcy,_Kim_Lawrence,_Susan.json	55	0	0	0	11	66
000281_JULIA_EXTRA_BAND_392_-_Sarah_Morgan,_Jennie_Lucas,_Car.json	41	0	0	0	9	50
000282_JULIA_EXTRA_BAND_392_-_Sarah_Morgan,_Jennie_Lucas,_Carole_Mortime.json	41	0	0	0	9	50
000283_JULIA_EXTRA_BAND_394_-_Carole_Mortimer,_Louisa_George,_Michelle_S.json	55	0	0	0	12	67
000284_JULIA_EXTRA_BAND_394_-_Carole_Mortimer,_Louisa_George,.json	55	0	0	0	12	67
000285_JULIA_EXTRA_BAND_396_-_Michelle_Smart,_Nicola_Marsh,_L.json	46	0	0	0	11	57
000286_JULIA_EXTRA_BAND_396_-_Michelle_Smart,_Nicola_Marsh,_Lynn_Raye_Ha.json	46	0	0	0	11	57
000287_JULIA_EXTRA_BAND_398_-_Lynne_Graham,_Lynn_Raye_Harris,_Maggie_Cox.json	47	0	0	0	11	58
000288_JULIA_EXTRA_BAND_398_-_Lynne_Graham,_Lynn_Raye_Harris,.json	47	0	0	0	11	58
000289_JULIA_EXTRA_BAND_399_-_Lynne_Graham,_Charlotte_Phillip.json	46	0	0	0	9	55
000290_JULIA_EXTRA_BAND_399_-_Lynne_Graham,_Charlotte_Phillips,_Janette_.json	46	0	0	0	9	55
000291_JULIA_EXTRA_BAND_400_-_Lynne_Graham,_Fiona_Harper,_Mir.json	50	0	0	0	10	60
000292_JULIA_EXTRA_BAND_400_-_Lynne_Graham,_Fiona_Harper,_Miranda_Lee,_R.json	50	0	0	0	10	60
000293_JULIA_EXTRA_BAND_402_-_Michelle_Conder,_Connie_Cox,_Te.json	43	0	0	0	10	53
000294_JULIA_EXTRA_BAND_402_-_Michelle_Conder,_Connie_Cox,_Teresa_Southw.json	43	0	0	0	10	53
000295_JULIA_EXTRA_BAND_403_-_Sharon_Kendrick,_Cathy_Williams,_Jessica_G.json	50	0	0	0	10	60
000296_JULIA_EXTRA_BAND_403_-_Sharon_Kendrick,_Cathy_Williams.json	50	0	0	0	10	60
000297_JULIA_EXTRA_BAND_404_-_Carol_Marinelli,_Caroline_Ander.json	60	0	0	0	11	71
000298_JULIA_EXTRA_BAND_404_-_Carol_Marinelli,_Caroline_Anderson,_Tara_P.json	60	0	0	0	11	71
000299_JULIA_EXTRA_BAND_405_-_Melanie_Milburne,_Sara_Craven,_.json	43	0	0	0	8	51
000300_JULIA_EXTRA_BAND_405_-_Melanie_Milburne,_Sara_Craven,_Caitlin_Cre.json	43	0	0	0	8	51
000301_JULIA_EXTRA_BAND_406_-_Jennifer_Faye,_Cara_Colter,_Kat.json	43	0	0	0	11	54
000302_JULIA_EXTRA_BAND_406_-_Jennifer_Faye,_Cara_Colter,_Kate_Hardy,_Lu.json	43	0	0	0	11	54
000303_JULIA_EXTRA_BAND_408_-_Cathy_Williams,_Kate_Hewitt,_Ca.json	40	0	0	0	9	49
000304_JULIA_EXTRA_BAND_408_-_Cathy_Williams,_Kate_Hewitt,_Carole_Mortim.json	40	0	0	0	9	49
000305_JULIA_EXTRA_BAND_409_-_Sharon_Kendrick,_Kate_Hewitt,_C.json	55	0	0	0	10	65
000306_JULIA_EXTRA_BAND_409_-_Sharon_Kendrick,_Kate_Hewitt,_Carole_Morti.json	55	0	0	0	10	65
000307_JULIA_EXTRA_BAND_410_-_Carol_Marinelli,_Fiona_Brand,_J.json	53	0	0	0	11	64
000308_JULIA_EXTRA_BAND_410_-_Carol_Marinelli,_Fiona_Brand,_Jennifer_Tay.json	53	0	0	0	11	64
000309_JULIA_EXTRA_BAND_411_-_Sharon_Kendrick,_Cathy_Williams,_Annie_Wes.json	49	0	0	0	10	59
000310_JULIA_EXTRA_BAND_411_-_Sharon_Kendrick,_Cathy_Williams.json	49	0	0	0	10	59
000311_JULIA_EXTRA_BAND_412_-_Michelle_Smart,_Lynne_Graham,_J.json	49	0	0	0	9	58
000312_JULIA_EXTRA_BAND_412_-_Michelle_Smart,_Lynne_Graham,_Jennifer_Hay.json	49	0	0	0	9	58
000313_JULIA_EXTRA_BAND_413_-_Lynne_Graham,_Jennifer_Hayward,_Kate_Hardy.json	49	0	0	0	10	59
000314_JULIA_EXTRA_BAND_413_-_Lynne_Graham,_Jennifer_Hayward,.json	49	0	0	0	10	59
000315_JULIA_EXTRA_BAND_416_-_Lynne_Graham,_Kate_Hewitt,_Shar.json	42	0	0	0	10	52
000316_JULIA_EXTRA_BAND_416_-_Lynne_Graham,_Kate_Hewitt,_Sharon_Kendrick.json	42	0	0	0	10	52
000317_JULIA_EXTRA_BAND_417_-_Lynne_Graham,_Carol_Marinelli,_.json	46	0	0	0	10	56
000318_JULIA_EXTRA_BAND_417_-_Lynne_Graham,_Carol_Marinelli,_Chantalle_S.json	46	0	0	0	10	56
000319_JULIA_EXTRA_BAND_418_-_Carol_Marinelli,_Susanna_Carr,_.json	50	0	0	0	11	61
000320_JULIA_EXTRA_BAND_418_-_Carol_Marinelli,_Susanna_Carr,_Chantelle_S.json	50	0	0	0	11	61
000321_JULIA_EXTRA_BAND_419_-_Sophie_Pembroke,_Kat_Cantrell,_.json	52	0	0	0	11	63
000322_JULIA_EXTRA_BAND_419_-_Sophie_Pembroke,_Kat_Cantrell,_Michelle_Co.json	52	0	0	0	11	63
000323_JULIA_EXTRA_BAND_420_-_Dani_Collins,_Cathy_Williams,_C.json	42	0	0	0	8	50
000324_JULIA_EXTRA_BAND_420_-_Dani_Collins,_Cathy_Williams,_Chantelle_Sh.json	42	0	0	0	8	50
000325_JULIA_EXTRA,_BAND_314_-_Maggie_Cox,_Lucy_Monroe,_Kathry.json	44	0	0	0	13	57
000326_JULIA_EXTRA,_BAND_314_-_Maggie_Cox,_Lucy_Monroe,_Kathryn_Ross,_Car.json	44	0	0	0	13	57
000327_JULIA_EXTRA,_BAND_348_-_Sandra_Marton,_Lynn_Raye_Harris,_Sharon_Ke.json	52	0	0	0	9	61
000328_JULIA_EXTRA,_BAND_348_-_Sandra_Marton,_Lynn_Raye_Harris.json	52	0	0	0	9	61
000329_JULIA_EXTRA,_BAND_358_-_Penny_Jordan,_Lucy_Monroe,_Chri.json	43	0	0	0	12	55
000330_JULIA_EXTRA,_BAND_358_-_Penny_Jordan,_Lucy_Monroe,_Christina_Holli.json	43	0	0	0	12	55
000331_JULIA_EXTRA,_BAND_360_-_Melanie_Milburne,_Carol_Marinel.json	50	0	0	0	10	60
000332_JULIA_EXTRA,_BAND_360_-_Melanie_Milburne,_Carol_Marinelli,_Susan_S.json	50	0	0	0	10	60
000333_JULIA_PRASENTIERT_ARZTE_ZUM_VERLIEBEN_BAND_-_Caroline_Anderson,_Deanne_Anders,_Alison_R.json	31	0	0	0	10	41
000334_JULIA_PRASENTIERT_ARZTE_ZUM_VERLIEBEN_BAND_-_Caroline_Anderson,_Janice_Lynn,_Annie_Clay.json	35	0	0	0	10	45
000335_Jackson_Collection-Baccara-Band-363_9783733722692.json	36	0	0	0	9	45
000336_James_Baccara-Spezial-Band-5_9783733729264.json	45	0	0	0	9	54
000337_Jene_Nacht_in_Paris_-_Muriel_Jensen.json	33	0	0	0	10	43
000338_Jensen_Collection-Baccara-Band-364_9783733723262.json	32	0	0	0	8	40
000339_Jerry_Cotton_-_Folge_1_-_Jerry_Cotton.json	0	19	0	0	5	24
000340_Jerry_Cotton_-_Folge_2903__Das_-_Cotton,_Jerry.json	0	32	0	0	11	43
000341_Jerry_Cotton_-_Folge_3051__Zeit_-_Cotton,_Jerry.json	1	32	0	0	7	40
000342_Jerry_Cotton_-_Folge_3051__Zeit_-_Jerry_Cotton.json	0	32	0	0	9	41
000343_Jerry_Cotton_-_Folge_3067__Mit_-_Cotton,_Jerry.json	1	34	0	0	7	42
000344_Jerry_Cotton_-_Folge_3067__Mit_-_Jerry_Cotton.json	0	34	0	0	9	43
000345_Jerry_Cotton_-_Folge_3082__Vom_-_Cotton,_Jerry.json	1	34	0	0	7	42
000346_Jerry_Cotton_-_Folge_3082__Vom_-_Jerry_Cotton.json	0	34	0	0	9	43
000347_Jerry_Cotton_-_Folge_3083__Verw_-_Cotton,_Jerry.json	1	44	0	0	7	52
000348_Jerry_Cotton_-_Folge_3083__Verw_-_Jerry_Cotton.json	0	44	0	0	9	53
000349_Jerry_Cotton_-_Folge_3083__Verwischte_Spur_-_Jerry_Cotton.json	0	44	0	0	9	53
000350_Jerry_Cotton_-_Folge_3084__Gest_-_Cotton,_Jerry.json	1	28	0	0	7	36
000351_Jerry_Cotton_-_Folge_3086__Bomb_-_Cotton,_Jerry.json	1	28	0	0	7	36
000352_Jerry_Cotton_-_Folge_3087__Der_-_Cotton,_Jerry.json	1	32	0	0	7	40
000353_Jerry_Cotton_-_Folge_3088__Todl_-_Cotton,_Jerry.json	1	30	0	0	7	38
000354_Jerry_Cotton_-_Folge_3089__Der_-_Cotton,_Jerry.json	1	35	0	0	7	43
000355_Jerry_Cotton_-_Folge_3089__Der_-_Jerry_Cotton.json	0	35	0	0	9	44
000356_Jerry_Cotton_Sammelband_1_-_Kri_-_Jerry_Cotton.json	0	181	0	5	22	208
000357_Jerry_Cotton_Sammelband_1_-_Krimi-Serie_-_Jerry_Cotton.json	0	181	0	0	25	206
000358_Jerry_Cotton_Sammelband_1_-_Krimi-Serie.json	0	181	0	0	25	206
000359_Jerry_Cotton_Sammelband_1_-_Krimi-Serie__5_-_Jerry_Cotton.json	0	181	0	5	22	208
000360_Jerry_Cotton_Sammelband_10_-_Krimi-Serie_-_Jerry_Cotton.json	0	181	0	0	25	206
000361_Jerry_Cotton_Sammelband_10_-_Krimi-Serie.json	0	181	0	0	25	206
000362_Jerry_Cotton_Sammelband_11_-_Krimi-Serie_-_Jerry_Cotton.json	0	192	0	0	25	217
000363_Jerry_Cotton_Sammelband_11_-_Krimi-Serie.json	0	192	0	0	25	217
000364_Jerry_Cotton_Sammelband_12_-_Krimi-Serie_-_Jerry_Cotton.json	0	215	0	0	25	240
000365_Jerry_Cotton_Sammelband_12_-_Krimi-Serie.json	0	215	0	0	25	240
000366_Jerry_Cotton_Sammelband_2_-_Kri_-_Jerry_Cotton.json	1	184	0	5	21	211
000367_Jerry_Cotton_Sammelband_2_-_Krimi-Serie_-_Jerry_Cotton.json	2	140	0	0	24	166
000368_Jerry_Cotton_Sammelband_2_-_Krimi-Serie(1).json	2	140	0	0	24	166
000369_Jerry_Cotton_Sammelband_2_-_Krimi-Serie.json	2	140	0	0	24	166
000370_Jerry_Cotton_Sammelband_2_-_Krimi-Serie__5_-_Jerry_Cotton.json	1	184	0	5	21	211
000371_Jerry_Cotton_Sammelband_3_-_Krimi-Serie_-_Jerry_Cotton.json	0	171	0	0	25	196
000372_Jerry_Cotton_Sammelband_3_-_Krimi-Serie.json	0	171	0	0	25	196
000373_Jerry_Cotton_Sammelband_4_-_Krimi-Serie_-_Jerry_Cotton.json	0	169	0	0	25	194
000374_Jerry_Cotton_Sammelband_4_-_Krimi-Serie.json	0	169	0	0	25	194
000375_Jerry_Cotton_Sammelband_5_-_Krimi-Serie_-_Jerry_Cotton.json	0	187	0	0	25	212
000376_Jerry_Cotton_Sammelband_5_-_Krimi-Serie.json	0	187	0	0	25	212
000377_Jerry_Cotton_Sammelband_6_-_Krimi-Serie_-_Jerry_Cotton.json	0	199	0	0	25	224
000378_Jerry_Cotton_Sammelband_6_-_Krimi-Serie.json	0	199	0	0	25	224
000379_Jerry_Cotton_Sammelband_7_-_Krimi-Serie_-_Jerry_Cotton.json	0	169	0	0	25	194
000380_Jerry_Cotton_Sammelband_7_-_Krimi-Serie.json	0	169	0	0	25	194
000381_Jerry_Cotton_Sammelband_8_-_Krimi-Serie_-_Jerry_Cotton.json	0	171	0	0	25	196
000382_Jerry_Cotton_Sammelband_8_-_Krimi-Serie.json	0	171	0	0	25	196
000383_Jerry_Cotton_Sammelband_9_-_Krimi-Serie_-_Jerry_Cotton.json	0	188	0	0	25	213
000384_Jerry_Cotton_Sammelband_9_-_Krimi-Serie.json	0	188	0	0	25	213
000385_Jerry_Cotton_Sonder-Edition_-_F_-_Cotton,_Jerry0.json	10	0	0	0	7	17
000386_Jerry_Cotton_Sonder-Edition_-_F_-_Cotton,_Jerry1.json	12	0	0	0	7	19
000387_Jerry_Cotton_Sonder-Edition_-_F_-_Cotton,_Jerry10.json	12	0	0	0	7	19
000388_Jerry_Cotton_Sonder-Edition_-_F_-_Cotton,_Jerry11.json	14	0	0	0	10	24
000389_Jerry_Cotton_Sonder-Edition_-_F_-_Cotton,_Jerry12.json	14	0	0	0	7	21
000390_Jerry_Cotton_Sonder-Edition_-_F_-_Cotton,_Jerry13.json	16	0	0	0	7	23
000391_Jerry_Cotton_Sonder-Edition_-_F_-_Cotton,_Jerry14.json	12	0	0	0	7	19
000392_Jerry_Cotton_Sonder-Edition_-_F_-_Cotton,_Jerry15.json	14	0	0	0	7	21
000393_Jerry_Cotton_Sonder-Edition_-_F_-_Cotton,_Jerry16.json	12	0	0	0	7	19
000394_Jerry_Cotton_Sonder-Edition_-_F_-_Cotton,_Jerry17.json	15	0	0	0	7	22
000395_Jerry_Cotton_Sonder-Edition_-_F_-_Cotton,_Jerry18.json	11	0	0	0	7	18
000396_Jerry_Cotton_Sonder-Edition_-_F_-_Cotton,_Jerry19.json	16	0	0	0	7	23
000397_Jerry_Cotton_Sonder-Edition_-_F_-_Cotton,_Jerry2.json	12	0	0	0	7	19
000398_Jerry_Cotton_Sonder-Edition_-_F_-_Cotton,_Jerry20.json	16	0	0	0	7	23
000399_Jerry_Cotton_Sonder-Edition_-_F_-_Cotton,_Jerry21.json	15	0	0	0	7	22
000400_Jerry_Cotton_Sonder-Edition_-_F_-_Cotton,_Jerry22.json	16	0	0	0	7	23
000401_Jerry_Cotton_Sonder-Edition_-_F_-_Cotton,_Jerry23.json	18	0	0	0	7	25
000402_Jerry_Cotton_Sonder-Edition_-_F_-_Cotton,_Jerry24.json	18	0	0	0	10	28
000403_Jerry_Cotton_Sonder-Edition_-_F_-_Cotton,_Jerry25.json	15	0	0	0	7	22
000404_Jerry_Cotton_Sonder-Edition_-_F_-_Cotton,_Jerry26.json	19	0	0	0	7	26
000405_Jerry_Cotton_Sonder-Edition_-_F_-_Cotton,_Jerry27.json	18	0	0	0	11	29
000406_Jerry_Cotton_Sonder-Edition_-_F_-_Cotton,_Jerry28.json	21	0	0	0	8	29
000407_Jerry_Cotton_Sonder-Edition_-_F_-_Cotton,_Jerry29.json	24	3	0	0	7	34
000408_Jerry_Cotton_Sonder-Edition_-_F_-_Cotton,_Jerry3.json	11	0	0	0	7	18
000409_Jerry_Cotton_Sonder-Edition_-_F_-_Cotton,_Jerry30.json	15	0	0	0	7	22
000410_Jerry_Cotton_Sonder-Edition_-_F_-_Cotton,_Jerry31.json	14	0	0	0	7	21
000411_Jerry_Cotton_Sonder-Edition_-_F_-_Cotton,_Jerry32.json	13	0	0	0	9	22
000412_Jerry_Cotton_Sonder-Edition_-_F_-_Cotton,_Jerry33.json	10	0	0	0	9	19
000413_Jerry_Cotton_Sonder-Edition_-_F_-_Cotton,_Jerry34.json	9	0	0	0	9	18
000414_Jerry_Cotton_Sonder-Edition_-_F_-_Cotton,_Jerry35.json	11	0	0	0	9	20
000415_Jerry_Cotton_Sonder-Edition_-_F_-_Cotton,_Jerry36.json	13	0	0	0	9	22
000416_Jerry_Cotton_Sonder-Edition_-_F_-_Cotton,_Jerry37.json	13	0	0	0	9	22
000417_Jerry_Cotton_Sonder-Edition_-_F_-_Cotton,_Jerry38.json	15	0	0	0	9	24
000418_Jerry_Cotton_Sonder-Edition_-_F_-_Cotton,_Jerry39.json	11	0	0	0	9	20
000419_Jerry_Cotton_Sonder-Edition_-_F_-_Cotton,_Jerry4.json	13	0	0	0	7	20
000420_Jerry_Cotton_Sonder-Edition_-_F_-_Cotton,_Jerry40.json	13	0	0	0	9	22
000421_Jerry_Cotton_Sonder-Edition_-_F_-_Cotton,_Jerry41.json	10	0	0	0	6	16
000422_Jerry_Cotton_Sonder-Edition_-_F_-_Cotton,_Jerry42.json	10	0	0	0	9	19
000423_Jerry_Cotton_Sonder-Edition_-_F_-_Cotton,_Jerry43.json	10	0	0	0	9	19
000424_Jerry_Cotton_Sonder-Edition_-_F_-_Cotton,_Jerry44.json	9	0	0	0	9	18
000425_Jerry_Cotton_Sonder-Edition_-_F_-_Cotton,_Jerry45.json	10	0	0	0	9	19
000426_Jerry_Cotton_Sonder-Edition_-_F_-_Cotton,_Jerry46.json	6	0	0	0	9	15
000427_Jerry_Cotton_Sonder-Edition_-_F_-_Cotton,_Jerry47.json	12	0	0	0	9	21
000428_Jerry_Cotton_Sonder-Edition_-_F_-_Cotton,_Jerry48.json	9	0	0	0	9	18
000429_Jerry_Cotton_Sonder-Edition_-_F_-_Cotton,_Jerry49.json	8	0	0	0	9	17
000430_Jerry_Cotton_Sonder-Edition_-_F_-_Cotton,_Jerry5.json	13	0	0	0	7	20
000431_Jerry_Cotton_Sonder-Edition_-_F_-_Cotton,_Jerry50.json	10	0	0	0	9	19
000432_Jerry_Cotton_Sonder-Edition_-_F_-_Cotton,_Jerry51.json	10	0	0	0	10	20
000433_Jerry_Cotton_Sonder-Edition_-_F_-_Cotton,_Jerry52.json	11	0	0	0	10	21
000434_Jerry_Cotton_Sonder-Edition_-_F_-_Cotton,_Jerry53.json	13	0	0	0	7	20
000435_Jerry_Cotton_Sonder-Edition_-_F_-_Cotton,_Jerry54.json	12	0	0	0	7	19
000436_Jerry_Cotton_Sonder-Edition_-_F_-_Cotton,_Jerry6.json	10	0	0	0	7	17
000437_Jerry_Cotton_Sonder-Edition_-_F_-_Cotton,_Jerry7.json	11	0	0	0	7	18
000438_Jerry_Cotton_Sonder-Edition_-_F_-_Cotton,_Jerry8.json	14	0	0	0	7	21
000439_Jerry_Cotton_Sonder-Edition_-_F_-_Cotton,_Jerry9.json	15	0	0	0	7	22
000440_Jerry_Cotton_Sonder-Edition_-_F_-_Jerry_Cotton55.json	13	0	0	0	9	22
000441_Jerry_Cotton_Sonder-Edition_-_F_-_Jerry_Cotton56.json	14	0	0	0	9	23
000442_John_Sinclair_-_Folge_0001_-_Jason_Dark.json	0	26	0	0	10	36
000443_John_Sinclair_-_Folge_0002_-_Jason_Dark.json	0	25	0	0	10	35
000444_John_Sinclair_-_Folge_0003_-_Jason_Dark.json	0	32	0	0	10	42
000445_John_Sinclair_-_Folge_0004_-_Jason_Dark.json	0	27	0	0	10	37
000446_John_Sinclair_-_Folge_0005_-_Jason_Dark.json	0	26	0	0	9	35
000447_John_Sinclair_-_Folge_0006_-_Jason_Dark.json	0	35	0	0	9	44
000448_John_Sinclair_-_Folge_0007_-_Jason_Dark.json	0	28	0	0	10	38
000449_John_Sinclair_-_Folge_0008_-_Jason_Dark.json	0	21	0	0	9	30
000450_John_Sinclair_-_Folge_0010_-_Jason_Dark.json	0	21	0	0	9	30
000451_John_Sinclair_-_Folge_0011_-_Jason_Dark.json	0	23	0	0	10	33
000452_John_Sinclair_-_Folge_0012_-_Jason_Dark.json	0	30	0	0	10	40
000453_John_Sinclair_-_Folge_0013_-_Jason_Dark.json	0	29	0	0	10	39
000454_John_Sinclair_-_Folge_0014_-_Jason_Dark.json	0	27	0	0	10	37
000455_John_Sinclair_-_Folge_0015_-_Jason_Dark.json	0	18	0	0	9	27
000456_John_Sinclair_-_Folge_0016_-_Jason_Dark.json	0	26	0	0	10	36
000457_John_Sinclair_-_Folge_0017_-_Jason_Dark.json	0	30	0	0	10	40
000458_John_Sinclair_-_Folge_0020_-_Jason_Dark.json	0	19	0	0	9	28
000459_John_Sinclair_-_Folge_0021_-_Jason_Dark.json	0	32	0	0	10	42
000460_John_Sinclair_-_Folge_0023_-_Jason_Dark.json	0	22	0	0	10	32
000461_John_Sinclair_-_Folge_0024_-_Jason_Dark.json	0	32	0	0	10	42
000462_John_Sinclair_-_Folge_0025_-_Jason_Dark.json	0	30	0	0	9	39
000463_John_Sinclair_-_Folge_0026_-_Jason_Dark.json	0	33	0	0	10	43
000464_John_Sinclair_-_Folge_0028_-_Jason_Dark.json	0	21	0	0	9	30
000465_John_Sinclair_-_Folge_0029_-_Jason_Dark.json	0	36	0	0	10	46
000466_John_Sinclair_-_Folge_003_-_Jason_Dark.json	0	45	0	0	6	51
000467_John_Sinclair_-_Folge_0030_-_Jason_Dark.json	0	31	0	0	10	41
000468_John_Sinclair_-_Folge_0031_-_Jason_Dark.json	0	35	0	0	10	45
000469_John_Sinclair_-_Folge_0032_-_Jason_Dark.json	0	32	0	0	9	41
000470_John_Sinclair_-_Folge_0033_-_Jason_Dark.json	0	24	0	0	9	33
000471_John_Sinclair_-_Folge_0034_-_Jason_Dark.json	0	26	0	0	10	36
000472_John_Sinclair_-_Folge_0035_-_Jason_Dark.json	0	27	0	0	10	37
000473_John_Sinclair_-_Folge_0037_-_Jason_Dark.json	0	21	0	0	10	31
000474_John_Sinclair_-_Folge_0038_-_Jason_Dark.json	0	24	0	0	10	34
000475_John_Sinclair_-_Folge_0039_-_Jason_Dark.json	0	27	0	0	9	36
000476_John_Sinclair_-_Folge_0040_-_Jason_Dark.json	0	25	0	0	9	34
000477_John_Sinclair_-_Folge_0041_-_Jason_Dark.json	0	45	0	0	9	54
000478_John_Sinclair_-_Folge_0042_-_Jason_Dark.json	0	29	0	0	10	39
000479_John_Sinclair_-_Folge_0043_-_Jason_Dark.json	0	23	0	0	9	32
000480_John_Sinclair_-_Folge_0044_-_Jason_Dark.json	0	30	0	0	10	40
000481_John_Sinclair_-_Folge_0045_-_Jason_Dark.json	0	26	0	0	10	36
000482_John_Sinclair_-_Folge_0046_-_Jason_Dark.json	0	40	0	0	9	49
000483_John_Sinclair_-_Folge_0049_-_Jason_Dark.json	0	43	0	0	9	52
000484_John_Sinclair_-_Folge_0050_-_Jason_Dark.json	0	24	0	0	10	34
000485_John_Sinclair_-_Folge_0700_-_Jason_Dark.json	1	0	0	0	9	10
000486_John_Sinclair_-_Folge_0701_-_Jason_Dark.json	1	0	0	0	9	10
000487_John_Sinclair_-_Folge_0702_-_Jason_Dark.json	1	18	0	0	9	28
000488_John_Sinclair_-_Folge_0703_-_Jason_Dark.json	0	19	0	0	8	27
000489_John_Sinclair_-_Folge_0704_-_Jason_Dark.json	1	0	0	0	9	10
000490_John_Sinclair_-_Folge_0705_-_Jason_Dark.json	1	0	0	0	9	10
000491_John_Sinclair_-_Folge_0707_-_Jason_Dark.json	0	18	0	0	9	27
000492_John_Sinclair_-_Folge_0708_-_Jason_Dark.json	1	0	0	0	9	10
000493_John_Sinclair_-_Folge_0709_-_Jason_Dark.json	1	0	0	0	9	10
000494_John_Sinclair_-_Folge_0710_-_Jason_Dark.json	1	0	0	0	8	9
000495_John_Sinclair_-_Folge_0712_-_Jason_Dark.json	0	17	0	0	8	25
000496_John_Sinclair_-_Folge_0713_-_Jason_Dark.json	0	23	0	0	8	31
000497_John_Sinclair_-_Folge_0714_-_Jason_Dark.json	0	18	0	0	8	26
000498_John_Sinclair_-_Folge_0715_-_Jason_Dark.json	0	25	0	0	9	34
000499_John_Sinclair_-_Folge_0716_-_Jason_Dark.json	0	21	0	0	8	29
000500_John_Sinclair_-_Folge_0717_-_Jason_Dark.json	0	20	0	0	9	29
000501_John_Sinclair_-_Folge_0718_-_Jason_Dark.json	0	21	0	0	8	29
000502_John_Sinclair_-_Folge_0719_-_Jason_Dark.json	0	22	0	0	8	30
000503_John_Sinclair_-_Folge_0720_-_Jason_Dark.json	0	26	0	0	9	35
000504_John_Sinclair_-_Folge_0721_-_Jason_Dark.json	1	0	0	0	8	9
000505_John_Sinclair_-_Folge_0722_-_Jason_Dark.json	1	0	0	0	9	10
000506_John_Sinclair_-_Folge_0723_-_Jason_Dark.json	0	0	0	0	10	10
000507_John_Sinclair_-_Folge_0724_-_Jason_Dark.json	1	0	0	0	8	9
000508_John_Sinclair_-_Folge_0725_-_Jason_Dark.json	1	0	0	0	8	9
000509_Julia_Extra,_Band_305_-_Sabrina_Philips,_Kate_Hewitt,_V.json	44	0	0	0	13	57
000510_Julia_Extra,_Band_305_-_Sabrina_Philips,_Kate_Hewitt,_Valerie_Parv.json	44	0	0	0	13	57
000511_Keller_Romana-Weihnachten-Band-21_9783751503464.json	32	0	0	0	7	39
000512_Kelly_Tiffany-Extra-Band-2_9783954465101.json	44	0	0	0	11	55
000513_Kelter_Barner.json	0	988	0	0	109	1097
000514_Kelter_Bergpfarrer.json	0	0	0	0	116	116
000515_Kelter_Hüttenwirt.json	0	666	0	0	106	772
000516_Kelter_Kinderärztin.json	0	32	0	0	154	186
000517_Kelter_Landdoktor.json	0	249	0	0	139	388
000518_Kelter_Norden.json	0	0	0	0	154	154
000519_Kendrick_Das-Herz-des-griechischen-Mill_9783733727321.json	42	0	0	0	16	58
000520_Kendrick_Julia-Extra-Band-370_9783954467396.json	50	0	0	0	11	61
000521_Kinderarztin_Dr._Martens_-_1_-_Paket_1_-_E_-_Frey,_Britta.json	0	32	0	0	154	186
000522_Kleine_Fürst_Kelter_1-50.json	0	0	0	0	116	116
000523_Konigliche_Verfuhrungen_-_Machtkampf_der_L_-_Michelle_Celmer.json	106	0	0	0	28	134
000524_Korff_Fuersten-Roman-2606_9783732599226.json	0	0	16	0	6	22
000525_Kufsteiner_Das-Berghotel---Folge-099_9783732519477.json	0	32	0	0	6	38
000526_Kufsteiner_Das-Berghotel-100_9783732519484.json	0	28	0	0	6	34
000527_Kufsteiner_Das-Berghotel-101_9783732519491.json	0	18	0	0	6	24
000528_Kufsteiner_Das-Berghotel-104_9783732522392.json	0	34	0	0	6	40
000529_Kufsteiner_Das-Berghotel-105_9783732522408.json	0	20	0	0	6	26
000530_Kufsteiner_Das-Berghotel-107_9783732525706.json	0	26	0	0	6	32
000531_Kufsteiner_Das-Berghotel-110_9783732526536.json	0	27	0	0	6	33
000532_Kufsteiner_Das-Berghotel-111_9783732526543.json	0	31	0	0	6	37
000533_Kufsteiner_Das-Berghotel-112_9783732528110.json	0	19	0	0	6	25
000534_Kufsteiner_Das-Berghotel-113_9783732528127.json	0	30	0	0	6	36
000535_Kufsteiner_Das-Berghotel-114_9783732529001.json	0	21	0	0	6	27
000536_Kufsteiner_Das-Berghotel-119_9783732532490.json	0	30	0	0	6	36
000537_Kufsteiner_Das-Berghotel-128_9783732539109.json	0	19	0	0	6	25
000538_Kufsteiner_Das-Berghotel-130_9783732540969.json	0	20	0	0	6	26
000539_Kufsteiner_Das-Berghotel-131_9783732540976.json	0	24	0	0	6	30
000540_Kufsteiner_Das-Berghotel-132_9783732542468.json	0	17	0	0	6	23
000541_Kufsteiner_Das-Berghotel-133_9783732542475.json	0	25	0	0	6	31
