Model,Accuracy,Macro_Precision,Macro_Recall,Macro_F1,Weighted_F1,Samples
openai_gpt-oss-120b,0.89,0.9239950228995106,0.8967523987206824,0.8947735582782732,0.8915365535527188,200
openai_gpt-oss-20b,0.87,0.8682048672720315,0.904351012793177,0.8640837279946422,0.8707588141025642,200
moonshotai_kimi-k2-0905,0.9,0.752714364488558,0.7404808102345416,0.7435285892604634,0.9118098383351461,200
nvidia_nemotron-3-nano-30b-a3b,0.77,0.7515875125524248,0.729094234708809,0.7171950982760459,0.7685924693020985,200
deepseek_deepseek-v3.2,0.815,0.6621828583425182,0.6773006396588486,0.6388246585276288,0.814420931089248,200
